0,商品ID,书籍名称,书籍链接,价格,好评度,评论数,出版社,店家链接
935,12271651,《MATLAB GUI程序设计/科学与工程计算技术丛书》(王广，邢林芳)【摘要 书评 试读】- 京东图书,//item.jd.com/12271651.html,89.1,100,70,清华大学出版社,//mall.jd.com/index-1000004111.html
936,12272069,《Entity Framework 实用精要》(吕高旭)【摘要 书评 试读】- 京东图书,//item.jd.com/12272069.html,71.1,99,100,清华大学出版社,//mall.jd.com/index-1000004111.html
937,12273412,"《数据结构 Python语言描述》([美]Kenneth,A.,Lambert,兰伯特)【摘要 书评 试读】- 京东图书",//item.jd.com/12273412.html,54.5,99,110000,人民邮电出版社,//ptpressjd.jd.com
938,12273591,《Head First Python（第二版）》(Paul Barry)【摘要 书评 试读】- 京东图书,//item.jd.com/12273591.html,79,98,17000,中国电力出版社,//mall.jd.com/index-1000005549.html
939,12274073,《轻松学编程 中学生可以这样学Python+小学生C++趣味编程+轻松玩转Scratch 套装共4册》(董付国，刘凤飞，应根球)【摘要 书评 试读】- 京东图书,//item.jd.com/12274073.html,-1,100,0,清华大学出版社,//mall.jd.com/index-1000004111.html
940,12275026,《Yii框架深度剖析》(刘琨)【摘要 书评 试读】- 京东图书,//item.jd.com/12275026.html,54.5,98,70,人民邮电出版社,//ptpressjd.jd.com
941,12276070,《深入分布式缓存：从原理到实践》(于君泽，曹洪伟，邱硕，等)【摘要 书评 试读】- 京东图书,//item.jd.com/12276070.html,93.2,97,10000,机械工业出版社,//cmpbook.jd.com
942,12276775,《Python+Spark 2.0+Hadoop机器学习与大数据实战》(林大贵)【摘要 书评 试读】- 京东图书,//item.jd.com/12276775.html,78.2,99,2700,清华大学出版社,//mall.jd.com/index-1000004111.html
943,12277483,《新概念51单片机C语言教程――入门、提高、开发、拓展全攻略（第2版）》(郭天祥)【摘要 书评 试读】- 京东图书,//item.jd.com/12277483.html,69.5,97,7200,电子工业出版社,//phei1982.jd.com
944,12277834,《RabbitMQ实战指南》(朱忠华)【摘要 书评 试读】- 京东图书,//item.jd.com/12277834.html,60.9,99,1000,电子工业出版社,//phei1982.jd.com
945,12278156,《从Lucene到Elasticsearch：全文检索实战》(姚攀)【摘要 书评 试读】- 京东图书,//item.jd.com/12278156.html,62.4,99,2700,清华大学出版社,//mall.jd.com/index-1000004111.html
946,12279229,"《Storm应用实践：实时事务处理之策略》([美]肖恩T.艾伦（Sean,T.,Allen）,马修·扬科夫斯基（Matthew,Jankowsk)【摘要 书评 试读】- 京东图书",//item.jd.com/12279229.html,64.9,99,100,机械工业出版社,//cmpbook.jd.com
947,12279369,《深度探索区块链：Hyperledger技术与应用》( 张增骏，董宁，朱轩彤，陈剑雄)【摘要 书评 试读】- 京东图书,//item.jd.com/12279369.html,74.4,99,21000,机械工业出版社,//cmpbook.jd.com
948,12279949,《Python基础教程（第3版）》(Magnus Lie Hetland)【摘要 书评 试读】- 京东图书,//item.jd.com/12279949.html,84.2,99,110000,人民邮电出版社,//ptpressjd.jd.com
949,12280151,《HBase不睡觉书》(杨曦)【摘要 书评 试读】- 京东图书,//item.jd.com/12280151.html,71.2,100,300,清华大学出版社,//mall.jd.com/index-1000004111.html
950,12280691,《Python程序设计 第3版》([美]约翰·策勒(John Zelle))【摘要 书评 试读】- 京东图书,//item.jd.com/12280691.html,58,99,1200,人民邮电出版社,//ptpressjd.jd.com
951,12280695,《软件性能测试学习笔记之LoadRunner实战》(杨婷)【摘要 书评 试读】- 京东图书,//item.jd.com/12280695.html,54.4,100,70,人民邮电出版社,//ptpressjd.jd.com
952,12280701,"《Docker实践》([美]伊恩·米尔（Ian Miell）,艾丹·霍布森·塞耶斯（Aidan Hobson Sayers）)【摘要 书评 试读】- 京东图书",//item.jd.com/12280701.html,62.4,99,4900,人民邮电出版社,//ptpressjd.jd.com
953,12282700,《Solr权威指南：上卷》(兰小伟)【摘要 书评 试读】- 京东图书,//item.jd.com/12282700.html,93.2,100,200,机械工业出版社,//cmpbook.jd.com
954,12283479,《Python贝叶斯分析》([阿根廷]奥斯瓦尔多·马丁（Osvaldo Martin）)【摘要 书评 试读】- 京东图书,//item.jd.com/12283479.html,58,99,300,人民邮电出版社,//ptpressjd.jd.com
955,12284210,"《区块链项目开发指南》([印]纳拉扬·普鲁斯蒂（Narayan,Prusty）)【摘要 书评 试读】- 京东图书",//item.jd.com/12284210.html,55.5,99,21000,机械工业出版社,//cmpbook.jd.com
956,12284595,《疯狂Kotlin讲义》(李刚)【摘要 书评 试读】- 京东图书,//item.jd.com/12284595.html,54,97,23000,电子工业出版社,//phei1982.jd.com
957,12284606,《阿里巴巴Java开发手册》(杨冠宝)【摘要 书评 试读】- 京东图书,//item.jd.com/12284606.html,27.6,99,3000,电子工业出版社,//phei1982.jd.com
958,12284607,"《预测分析与数据挖掘 RapidMiner实现》([美]瓦杰·考图（Vijay,Kotu）,巴拉·达什潘德（Bala,Deshpande）)【摘要 书评 试读】- 京东图书",//item.jd.com/12284607.html,84.2,100,50,人民邮电出版社,//ptpressjd.jd.com
959,12284840,《UML基础、案例与应用（第3版 修订版）》([美]Joseph Schmuller（施穆勒）)【摘要 书评 试读】- 京东图书,//item.jd.com/12284840.html,46.6,99,100,人民邮电出版社,//ptpressjd.jd.com
960,12285432,《Scratch 2.0少儿编程奇幻之旅》(中国少儿编程网)【摘要 书评 试读】- 京东图书,//item.jd.com/12285432.html,46.8,99,600,中国铁道出版社,//mall.jd.com/index-1000005517.html
961,12288008,"《React学习手册》(Alex,Banks,Eve,Porcello)【摘要 书评 试读】- 京东图书",//item.jd.com/12288008.html,58.5,99,400,中国电力出版社,//mall.jd.com/index-1000005549.html
962,12288215,《神经网络设计（原书第2版）》(［美]马丁 T. 哈根)【摘要 书评 试读】- 京东图书,//item.jd.com/12288215.html,78,99,200,机械工业出版社,//cmpbook.jd.com
963,12288376,《小程序实战视频课：微信小程序开发全案精讲》(刘刚)【摘要 书评 试读】- 京东图书,//item.jd.com/12288376.html,58.6,99,2600,人民邮电出版社,//ptpressjd.jd.com
964,12288754,《Node.js开发实战》(忽如寄)【摘要 书评 试读】- 京东图书,//item.jd.com/12288754.html,38.6,97,300,清华大学出版社,//mall.jd.com/index-1000004111.html
965,12290593,《人脸识别原理与实战：以MATLAB为工具》(王文峰，李大湘，王栋)【摘要 书评 试读】- 京东图书,//item.jd.com/12290593.html,62.3,98,800,电子工业出版社,//phei1982.jd.com
966,12290926,《Scratch编程趣味卡：让孩子们爱上编程游戏》([美]NatalieRusk（娜塔莉腊斯克）)【摘要 书评 试读】- 京东图书,//item.jd.com/12290926.html,54.5,99,3400,电子工业出版社,//phei1982.jd.com
967,12291874,《你不知道的JavaScript 下卷》([美]凯尔·辛普森（Kyle Simpson）)【摘要 书评 试读】- 京东图书,//item.jd.com/12291874.html,67.2,99,1500,人民邮电出版社,//ptpressjd.jd.com
968,12292223,《精通Python爬虫框架Scrapy》([美]迪米特里奥斯 考奇斯-劳卡斯（Dimitrios Kouzis-Loukas）)【摘要 书评 试读】- 京东图书,//item.jd.com/12292223.html,46.6,99,800,人民邮电出版社,//ptpressjd.jd.com
969,12292982,《Java程序设计从入门到精通》(毛雪涛，丁毓峰)【摘要 书评 试读】- 京东图书,//item.jd.com/12292982.html,69.2,94,70,华研外语,//huayanwaiyu.jd.com
970,12293611,《PHP和MySQL Web开发（原书第5版）》([美]卢克·韦林（Luke Welling），劳拉·汤姆森（Laura Thomson）)【摘要 书评 试读】- 京东图书,//item.jd.com/12293611.html,98.9,95,10000,机械工业出版社,//cmpbook.jd.com
971,12293703,《Python数据科学手册》([美]杰克·万托布拉斯（Jake VanderPlas）)【摘要 书评 试读】- 京东图书,//item.jd.com/12293703.html,92.7,99,900,人民邮电出版社,//ptpressjd.jd.com
972,12293892,《MATLAB编程指南/科学与工程计算技术丛书》(付文利，刘刚)【摘要 书评 试读】- 京东图书,//item.jd.com/12293892.html,88,100,100,清华大学出版社,//mall.jd.com/index-1000004111.html
973,12295206,"《Selenium自动化测试 基于 Python 语言》([印度]冈迪察.U（Unmesh,Gundecha,）)【摘要 书评 试读】- 京东图书",//item.jd.com/12295206.html,38.7,98,300,人民邮电出版社,//ptpressjd.jd.com
974,12296632,《Qt高级编程》([英]Mark Summerfield（马克·萨默菲尔德）)【摘要 书评 试读】- 京东图书,//item.jd.com/12296632.html,54.4,100,100,电子工业出版社,//phei1982.jd.com
975,12296915,《Unity3D/2D游戏开发从0到1（第二版）》(刘国柱)【摘要 书评 试读】- 京东图书,//item.jd.com/12296915.html,78,98,60,电子工业出版社,//phei1982.jd.com
976,12297785,《和孩子一起玩编程》(胡宏彪)【摘要 书评 试读】- 京东图书,//item.jd.com/12297785.html,58.7,99,12000,人民邮电出版社,//ptpressjd.jd.com
977,12299018,《Java编程的逻辑》(马俊昌)【摘要 书评 试读】- 京东图书,//item.jd.com/12299018.html,93.2,98,40000,机械工业出版社,//cmpbook.jd.com
978,12299496,《明解Java》(柴田望洋)【摘要 书评 试读】- 京东图书,//item.jd.com/12299496.html,84.2,100,100,人民邮电出版社,//ptpressjd.jd.com
979,12299819,《疯狂前端开发讲义：jQuery+AngularJS+Bootstrap前端开发实战+疯狂HTML5+CSS3+JavaScript讲义（第2版）》(李刚 著)【摘要 书评 试读】- 京东图书,//item.jd.com/12299819.html,131.9,99,6900,电子工业出版社,//phei1982.jd.com
980,12299845,《疯狂Spring Cloud微服务架构实战+Spring+MyBatis企业应用实战》(疯狂软件，杨恩雄 著)【摘要 书评 试读】- 京东图书,//item.jd.com/12299845.html,89.3,98,4600,电子工业出版社,//phei1982.jd.com
981,12300797,《iOS 11 开发指南》(管蕾)【摘要 书评 试读】- 京东图书,//item.jd.com/12300797.html,99.1,97,100,人民邮电出版社,//ptpressjd.jd.com
982,12301096,"《The Little SAS Book 中文版》([美]Lora,D.,Delwiche（洛拉·D·德尔维奇)【摘要 书评 试读】- 京东图书",//item.jd.com/12301096.html,79.2,99,800,清华大学出版社,//mall.jd.com/index-1000004111.html
983,12301417,《Web开发经典丛书：Angular 5高级编程（第2版）》([美]Adam Freeman)【摘要 书评 试读】- 京东图书,//item.jd.com/12301417.html,101,99,400,清华大学出版社,//mall.jd.com/index-1000004111.html
984,12302500,《Spark内核设计的艺术：架构设计与实现》(耿嘉安)【摘要 书评 试读】- 京东图书,//item.jd.com/12302500.html,130.8,99,12000,机械工业出版社,//cmpbook.jd.com
985,12303057,《Python数字信号处理应用》([美]艾伦·唐尼（Allen B.Downey）)【摘要 书评 试读】- 京东图书,//item.jd.com/12303057.html,35.5,100,80,人民邮电出版社,//ptpressjd.jd.com
986,12306772,"《JavaScript忍者秘籍  第2版》([美]John Resig（莱西格）,Bear Bibeault（贝比奥特）,Josip Maras（马瑞斯）)【摘要 书评 试读】- 京东图书",//item.jd.com/12306772.html,78.2,98,1400,人民邮电出版社,//ptpressjd.jd.com
987,12307618,《Android高性能编程》【摘要 书评 试读】- 京东图书,//item.jd.com/12307618.html,78,98,100,电子工业出版社,//phei1982.jd.com
988,12307840,《自然语言处理与深度学习：通过C语言模拟》([日]小高知宏)【摘要 书评 试读】- 京东图书,//item.jd.com/12307840.html,46.1,98,500,机械工业出版社,//cmpbook.jd.com
989,12308496,《Spring MVC+MyBatis开发从入门到项目实战》(朱要光)【摘要 书评 试读】- 京东图书,//item.jd.com/12308496.html,62.4,99,500,电子工业出版社,//phei1982.jd.com
990,12309246,《MATLAB R2016a神经网络设计与应用28个案例分析（精通MATLAB）》(方清城)【摘要 书评 试读】- 京东图书,//item.jd.com/12309246.html,79.2,100,50,清华大学出版社,//mall.jd.com/index-1000004111.html
991,12310037,《MATLAB与机器学习》(［美］迈克尔·帕拉斯泽克（Michael Paluszek）)【摘要 书评 试读】- 京东图书,//item.jd.com/12310037.html,74.4,99,100,机械工业出版社,//cmpbook.jd.com
992,12310732,《文本上的算法:深入浅出自然语言处理》(路彦雄)【摘要 书评 试读】- 京东图书,//item.jd.com/12310732.html,54.5,98,28000,人民邮电出版社,//ptpressjd.jd.com
993,12312724,《深入理解Spring Cloud与微服务构建》(方志朋)【摘要 书评 试读】- 京东图书,//item.jd.com/12312724.html,54.5,98,25000,人民邮电出版社,//ptpressjd.jd.com
994,12313020,《程序员2017精华本》【摘要 书评 试读】- 京东图书,//item.jd.com/12313020.html,70.2,100,300,电子工业出版社,//phei1982.jd.com
995,12313532,《深度学习之TensorFlow：入门、原理与进阶实战》(李金洪)【摘要 书评 试读】- 京东图书,//item.jd.com/12313532.html,93.2,99,600,机械工业出版社,//cmpbook.jd.com
996,12315939,《深度实践Spark机器学习》(吴茂贵　郁明敏　朱凤云　张粤磊　杨本法等)【摘要 书评 试读】- 京东图书,//item.jd.com/12315939.html,64.9,100,70,机械工业出版社,//cmpbook.jd.com
997,12315967,《高效前端：Web高效编程与优化实践》(李银城)【摘要 书评 试读】- 京东图书,//item.jd.com/12315967.html,83.8,95,10000,机械工业出版社,//cmpbook.jd.com
998,12316241,《Effective DevOps（中文版）》(Jennifer Davis，Ryn Daniels)【摘要 书评 试读】- 京东图书,//item.jd.com/12316241.html,66,99,100,中国电力出版社,//mall.jd.com/index-1000005549.html
999,12316506,《scikit learn机器学习：常用算法原理及编程实战》(黄永昌)【摘要 书评 试读】- 京东图书,//item.jd.com/12316506.html,55.5,99,400,机械工业出版社,//cmpbook.jd.com
1000,12316910,"《Node.js设计模式（第2版）》([爱尔兰]Mario Casciaro（马里奥·卡西罗）,[意大利]Luciano Mammino（卢西安诺·马米诺）)【摘要 书评 试读】- 京东图书",//item.jd.com/12316910.html,85.1,99,100,电子工业出版社,//phei1982.jd.com
1001,12317007,《Java设计模式（高等学校设计模式课程系列教材）》(刘伟)【摘要 书评 试读】- 京东图书,//item.jd.com/12317007.html,55.6,100,40,清华大学出版社,//mall.jd.com/index-1000004111.html
1002,12319257,《程序员的英语》([韩]朴栽浒，李海永)【摘要 书评 试读】- 京东图书,//item.jd.com/12319257.html,41.7,99,1000,人民邮电出版社,//ptpressjd.jd.com
1003,12319546,《Nginx Lua开发实战》(李明江)【摘要 书评 试读】- 京东图书,//item.jd.com/12319546.html,93.2,98,100,机械工业出版社,//cmpbook.jd.com
1004,12320030,《数据结构（C语言版 第2版 附微课视频）》(严蔚敏，李冬梅，吴伟民)【摘要 书评 试读】- 京东图书,//item.jd.com/12320030.html,27.6,99,900,人民邮电出版社,//ptpressjd.jd.com
1005,12322298,"《Python数据分析从入门到精通》(张啸宇,李静)【摘要 书评 试读】- 京东图书",//item.jd.com/12322298.html,54.5,99,5100,电子工业出版社,//phei1982.jd.com
1006,12323267,《Python编程导论 第2版》([美]约翰·谷泰格)【摘要 书评 试读】- 京东图书,//item.jd.com/12323267.html,58.7,99,400,人民邮电出版社,//ptpressjd.jd.com
1007,12324068,《这样编码才规范 128个编码好习惯》([韩]朴晋锈)【摘要 书评 试读】- 京东图书,//item.jd.com/12324068.html,38.3,100,50,人民邮电出版社,//ptpressjd.jd.com
1008,12324744,《枕边算法书》([韩]林栢濬)【摘要 书评 试读】- 京东图书,//item.jd.com/12324744.html,38.3,98,28000,人民邮电出版社,//ptpressjd.jd.com
1009,12325207,《Java工程师修炼之道》(杭建)【摘要 书评 试读】- 京东图书,//item.jd.com/12325207.html,69,99,27000,电子工业出版社,//phei1982.jd.com
1010,12325825,《Android组件化架构》(苍王)【摘要 书评 试读】- 京东图书,//item.jd.com/12325825.html,61.7,98,100,电子工业出版社,//phei1982.jd.com
1011,12326620,《PostgreSQL 9.6从零开始学(视频教学版)》(李小威)【摘要 书评 试读】- 京东图书,//item.jd.com/12326620.html,53.1,100,30,清华大学出版社,//mall.jd.com/index-1000004111.html
